Val,Val_pred,year,error
0.24512681364004565,0.21191466,1990,0.0332121550935979
0.10235286795013361,0.15282784,1990,-0.05047497607357092
0.484630520282821,0.6270506,1990,-0.14242005831138677
0.14445647049262159,0.06854921,1990,0.07590726214959256
0.045453849187836064,-0.02341965,1990,0.06887349945937099
1.2234637291464199,1.0196313,1990,0.20383246255248677
1.9268007737813992,1.1576048,1990,0.7691959602056546
1.1075303647353472,1.5952573,1990,-0.4877269175217329
0.8631644222872482,0.64234126,1990,0.22082316614558561
0.20879924213892392,0.24484797,1990,-0.03604872608178683
0.23266275765520847,0.29550093,1990,-0.06283817646878445
0.12676459559164033,0.21981949,1990,-0.0930548905495645
0.6420918318176831,0.9556519,1990,-0.31356004749292476
0.17573953712305396,0.24243626,1990,-0.06669672286191614
0.03580020619253632,0.030411176,1990,0.0053890298090409905
0.4538300916558299,0.44099477,1990,0.01283532232103679
0.26758072143294787,0.3252185,1990,-0.05763777727386976
0.6828131737174502,0.7960629,1990,-0.1132497129974851
0.5256828425317217,0.35403246,1990,0.1716503856568743
0.07176290742408012,0.07583095,1990,-0.0040680439089658404
0.1792702222135494,0.2569923,1990,-0.07772208807201883
0.3524683185959763,0.27325067,1990,0.07921764935502479
0.375925378187028,0.49365142,1990,-0.117726041690978
0.11495319560354494,0.11214363,1990,0.0028095673043086467
0.08214327427881507,0.06475607,1990,0.01738720122116355
0.4203326113073067,0.30187973,1990,0.11845287750641864
0.017123992945347076,0.30033275,1990,-0.2832087619050405
0.7178603167849045,0.58679837,1990,0.1310619469004135
0.03708570972827674,0.13363037,1990,-0.09654465540500878
0.06422758801054772,0.07418241,1990,-0.009954825507881085
0.5183258733428691,0.41582456,1990,0.10250131103169657
0.5056390484557107,0.3819183,1990,0.12372073733663114
0.5257972481701674,1.1567025,1990,-0.6309052702929674
0.396246995276704,0.24235757,1990,0.1538894283239986
0.03918173401199026,0.10535159,1990,-0.06616985560812311
0.7834351601136385,0.46137878,1990,0.32205637712604385
0.437395613766614,0.36309302,1990,0.0743025952348147
1.0159163338924444,1.3523314,1990,-0.33641506602515814
0.2740199184412372,0.22353229,1990,0.05048762917465088
0.17050041956318726,0.086526304,1990,0.08397411507977356
0.3229818232707793,0.3235112,1990,-0.0005293897934144365
0.24942682469121688,0.30107495,1990,-0.05164812719591386
0.2811217513209281,0.5713811,1990,-0.2902593407506051
0.09991887289856799,0.11373492,1990,-0.013816050404559299
0.06573450040588404,0.06070927,1990,0.005025228825903186
0.26514910854816776,0.3050808,1990,-0.03993169270038266
1.1347647538469725,0.86461455,1990,0.2701502075479918
1.0070753658438014,0.98723036,1990,0.01984500533583633
0.22903738886101266,0.22107491,1990,0.00796247988922616
0.17748956996295645,0.16256328,1990,0.014926290691830657
0.258859672756145,0.30187973,1990,-0.04302006104474304
0.006216501416715067,0.30033275,1990,-0.2941162534336725
0.6156494342419835,0.58679837,1990,0.028851064357492517
0.2629108205668624,0.13363037,1990,0.12928045543357686
0.16655016445693566,0.07418241,1990,0.09236775093850685
0.24773093692813694,0.2512973,1990,-0.003566358165399436
0.24656284354554892,0.21739107,1990,0.029171769841783046
0.40728088170879706,0.7511658,1990,-0.3438849255383648
0.15595891307046714,0.11897076,1990,0.0369881538574964
0.04879252153120641,0.0060845534,1990,0.04270796809948687
0.16880474969904566,0.2569923,1990,-0.08818756058652258
0.4258423979982507,0.27325067,1990,0.15259172875729915
0.5462561119622016,0.49365142,1990,0.0526046920841956
0.07247599686563683,0.11214363,1990,-0.03966763143359947
0.07068598042195277,0.06475607,1990,0.005929907364301254
1.1089904238122092,0.7446208,1990,0.3643696237938987
0.6948395470435047,0.77944666,1990,-0.08460711442881585
1.402614209140921,1.548558,1990,-0.14594378760895688
0.6049986232954337,0.4404728,1990,0.16452581183493875
0.16181179915622879,0.18477416,1990,-0.02296236122890305
0.19502104752713445,0.2698719,1990,-0.07485084301775691
0.07185496412884636,0.19709274,1990,-0.12523777759898264
0.3912891350571941,0.5457613,1990,-0.15447215215517773
0.0687741151671274,0.10701456,1990,-0.038240444042219365
0.022453041062562445,0.048502907,1990,-0.02604986609438183
0.9843829969666212,0.9249782,1990,0.059404800345680076
1.1224568925409875,1.0273503,1990,0.09510658603006217
1.61262744170169,1.6859884,1990,-0.07336098450680617
0.6188553023015362,0.58840674,1990,0.030448560682426073
0.16380625906003005,0.19502309,1990,-0.031216830587263045
0.3395487807809708,0.2664387,1990,0.07311008797281954
0.0630987219122071,0.28269705,1990,-0.21959832985132743
0.39857234434563343,0.51220334,1990,-0.11363099141639049
0.10204950159986183,0.12159002,1990,-0.019540516672538075
0.033225605346907175,0.06430528,1990,-0.031079677782308066
0.3204803667102367,0.22669859,1990,0.09378177440505331
0.0053447669973269,0.15268974,1990,-0.14734497306443306
0.2732299075616768,0.3430748,1990,-0.06984489102230756
0.03520239136417092,0.04600486,1990,-0.010802470229075538
0.04459786210985048,0.008933622,1990,0.03566423971981866
0.22489911091371623,0.33548367,1990,-0.11058455932096395
0.1369100485667541,0.24406794,1990,-0.10715788856894232
0.44164442058970577,0.7073997,1990,-0.2657553053242957
0.2719428622649521,0.2700718,1990,0.0018710577414841056
