Method,Silhouette Score,Davies-Bouldin Index,Calinski-Harabasz Index
K-means,0.3692622464505264,0.9441700528397512,26351.459538627347
Hierarchical,0.3388045519749946,0.8384335678468634,22806.218989894292
DBSCAN,0.20852709470350117,2.3572937252454667,7723.7500000008595
Birch,0.37088566316131244,0.9173920864061421,22038.086903356656
OPTICS,0.8506600869873665,1.9900093748959196,75.27484369568137
