Method,Silhouette Score,Davies-Bouldin Index,Calinski-Harabasz Index
K-means,0.27641261608114415,1.0482598120717346,12266.030319439215
Hierarchical,0.22436193613953576,1.1711800081312973,9838.035068284482
DBSCAN,0.04553081945533439,2.0827665491829803,1817.404643276296
Birch,0.2164077744297589,1.4546039893106701,8763.308116741717
OPTICS,-0.2587248946548443,1.1031315037741825,20.864848106444544
