Method,Silhouette Score,Davies-Bouldin Index,Calinski-Harabasz Index
K-means,0.44577845613010225,0.8422122295287522,27941.520783528103
Hierarchical,0.4371307446970785,0.8493637616061381,25335.308818371628
DBSCAN,0.2301568371193105,1.1780740570745447,5116.433463766215
Birch,0.21614335999261522,0.990734222814762,9071.354148808225
OPTICS,0.999999932369579,3.2798258700032083e-07,3.684504029474315e+31
