Method,Silhouette Score,Davies-Bouldin Index,Calinski-Harabasz Index
K-means,0.39149899767074564,1.0398116435500027,18859.000421441615
Hierarchical,0.4731839541195784,0.8346471488093068,27020.63046161575
DBSCAN,1.0,3.405579462337082e-08,1.250121007991164e+30
Birch,0.3762203008099907,1.0167784523940107,16804.515098270913
OPTICS,1.0,3.405579462337082e-08,1.2501210079911638e+30
