Method,Silhouette Score,Davies-Bouldin Index,Calinski-Harabasz Index
K-means,0.26329101043702124,1.128596887264657,10850.681722205703
Hierarchical,0.24991116506031985,1.1490435356020283,10226.231243383945
DBSCAN,0.18346562045150205,1.4984673512296331,1771.7154348019853
Birch,0.15388833982487735,1.473485680342067,6693.256237634694
OPTICS,0.9999999642798155,4.645743157513596e-07,2.437218661993919e+32
