Method,Silhouette Score,Davies-Bouldin Index,Calinski-Harabasz Index
K-means,0.38999800118902084,0.9203783909295602,28802.631505243506
Hierarchical,0.3703735142683004,0.8988086135209542,27132.513705581765
DBSCAN,0.20099925356372472,2.450851705491994,7723.750000000858
Birch,0.3582641402859488,0.8933655290470576,21185.09129543004
OPTICS,1.0,8.746647531587972e-08,1.5686476093542302e+31
