Method,Silhouette Score,Davies-Bouldin Index,Calinski-Harabasz Index
K-means,0.2670363446930882,1.0500361615465903,11694.068701473065
Hierarchical,0.2070873119107287,1.2174588872591992,9441.35162202839
DBSCAN,0.08826064573166911,3.748656435127477,3861.8750000004293
Birch,0.22216567240730925,1.4200361382493718,9538.258597706543
OPTICS,-0.5156551658134677,1.24049193313479,6.168386425918114
