Method,Silhouette Score,Davies-Bouldin Index,Calinski-Harabasz Index
K-means,0.389884596726421,0.919453802441612,29207.132252442705
Hierarchical,0.38338929180521975,0.9463522236898774,28493.541140433088
DBSCAN,0.20066858311554542,2.450400570631394,7723.7500000008595
Birch,0.3659577895351048,0.881207656771311,21534.899657287093
OPTICS,1.0,9.335326887431967e-07,2.5466930050626868e+32
