Method,Silhouette Score,Davies-Bouldin Index,Calinski-Harabasz Index
K-means,0.27641261608114237,1.048259812071735,12266.030319439213
Hierarchical,0.22436193613953387,1.1711800081312973,9838.035068284482
DBSCAN,0.045530819455332654,2.0827665491829803,1817.4046432762964
Birch,0.21640777442975737,1.4546039893106697,8763.308116741719
OPTICS,-0.25872489467535414,1.103131503847835,20.864848106444544
