Method,Silhouette Score,Davies-Bouldin Index,Calinski-Harabasz Index
K-means,0.4070502448419101,0.8435916061350808,22517.336236089177
Hierarchical,0.385903749117648,0.8838134871062993,20998.76980257203
DBSCAN,0.22999869489439065,0.9853626381998158,6068.1604799457855
Birch,0.3331860123628423,1.14246847775272,12937.828825575736
OPTICS,0.9999998100505132,1.2163817326172519e-06,1.8780658137180942e+33
