Val,Val_pred
0.24512681364004565,0.21191466
0.10235286795013361,0.15282784
0.484630520282821,0.6270506
0.14445647049262159,0.06854921
0.045453849187836064,-0.02341965
1.2234637291464199,1.0196313
1.9268007737813992,1.1576048
1.1075303647353472,1.5952573
0.8631644222872482,0.64234126
0.20879924213892392,0.24484797
0.23266275765520847,0.29550093
0.12676459559164033,0.21981949
0.6420918318176831,0.9556519
0.17573953712305396,0.24243626
0.03580020619253632,0.030411176
0.4538300916558299,0.44099477
0.26758072143294787,0.3252185
0.6828131737174502,0.7960629
0.5256828425317217,0.35403246
0.07176290742408012,0.07583095
0.1792702222135494,0.2569923
0.3524683185959763,0.27325067
0.375925378187028,0.49365142
0.11495319560354494,0.11214363
0.08214327427881507,0.06475607
0.4203326113073067,0.30187973
0.017123992945347076,0.30033275
0.7178603167849045,0.58679837
0.03708570972827674,0.13363037
0.06422758801054772,0.07418241
0.5183258733428691,0.41582456
0.5056390484557107,0.3819183
0.5257972481701674,1.1567025
0.396246995276704,0.24235757
0.03918173401199026,0.10535159
0.7834351601136385,0.46137878
0.437395613766614,0.36309302
1.0159163338924444,1.3523314
0.2740199184412372,0.22353229
0.17050041956318726,0.086526304
0.3229818232707793,0.3235112
0.24942682469121688,0.30107495
0.2811217513209281,0.5713811
0.09991887289856799,0.11373492
0.06573450040588404,0.06070927
0.26514910854816776,0.3050808
1.1347647538469725,0.86461455
1.0070753658438014,0.98723036
0.22903738886101266,0.22107491
0.17748956996295645,0.16256328
0.258859672756145,0.30187973
0.006216501416715067,0.30033275
0.6156494342419835,0.58679837
0.2629108205668624,0.13363037
0.16655016445693566,0.07418241
0.24773093692813694,0.2512973
0.24656284354554892,0.21739107
0.40728088170879706,0.7511658
0.15595891307046714,0.11897076
0.04879252153120641,0.0060845534
0.16880474969904566,0.2569923
0.4258423979982507,0.27325067
0.5462561119622016,0.49365142
0.07247599686563683,0.11214363
0.07068598042195277,0.06475607
1.1089904238122092,0.7446208
0.6948395470435047,0.77944666
1.402614209140921,1.548558
0.6049986232954337,0.4404728
0.16181179915622879,0.18477416
0.19502104752713445,0.2698719
0.07185496412884636,0.19709274
0.3912891350571941,0.5457613
0.0687741151671274,0.10701456
0.022453041062562445,0.048502907
0.9843829969666212,0.9249782
1.1224568925409875,1.0273503
1.61262744170169,1.6859884
0.6188553023015362,0.58840674
0.16380625906003005,0.19502309
0.3395487807809708,0.2664387
0.0630987219122071,0.28269705
0.39857234434563343,0.51220334
0.10204950159986183,0.12159002
0.033225605346907175,0.06430528
0.3204803667102367,0.22669859
0.0053447669973269,0.15268974
0.2732299075616768,0.3430748
0.03520239136417092,0.04600486
0.04459786210985048,0.008933622
0.22489911091371623,0.33548367
0.1369100485667541,0.24406794
0.44164442058970577,0.7073997
0.2719428622649521,0.2700718
0.048715837912922354,0.033533674
0.49408497761802467,0.5280925
0.36831845177653255,0.42709184
1.153984498639468,1.3677504
0.32324542588340094,0.26891327
0.10166543313163774,0.05524105
1.0126694051823364,1.1264199
2.1068167043990225,1.2643934
1.2202937408658265,1.5952573
0.864359194236246,0.64234126
0.25784260197296094,0.24484797
0.577791911837961,0.596625
0.20775043091170298,0.35598713
2.105936689251906,1.670494
0.29060984851788074,0.34432867
0.3041290043321781,0.28618172
0.8063561559249264,0.6712234
0.8063561559249264,0.7863451
0.8063561559249264,0.6996678
0.8063561559249264,0.81478953
0.3332415364608018,0.3470923
0.3332415364608018,0.45756754
0.3332415364608018,0.3755367
0.3332415364608018,0.48601195
1.333956165223322,1.3605428
1.333956165223322,1.3572252
1.333956165223322,1.3823538
1.333956165223322,1.3790362
0.49033162666736735,0.3778389
0.49033162666736735,0.42634243
0.49033162666736735,0.44946575
0.49033162666736735,0.4979692
0.12412318514989741,0.05596672
0.12412318514989741,0.033694144
0.12412318514989741,0.09437697
0.12412318514989741,0.07210435
0.11183679014451858,0.15248057
0.1233715276347344,0.1921274
0.28259415363538326,0.41669112
0.04359501958209145,0.042400554
0.02083022141366448,0.0051651807
0.6721745028599657,0.504699
0.54581521577902,0.49279776
0.9905876645328694,0.8981456
0.16256393482334613,0.19021381
0.05516567503887049,0.08812399
1.2474921023092926,1.0196313
1.7572882336977613,1.1576048
1.6739634402679446,1.5952573
0.7384600335458998,0.5991589
0.14414266895236344,0.24484797
0.867554821005588,0.8328008
0.9945323658488923,0.93517303
1.0550049470969034,1.593811
0.5536902613775609,0.5392582
0.14376385782109188,0.23676829
1.2755792148103273,1.0667585
1.882234859947353,1.5779722
1.8223856688009108,1.7944963
0.6887187073811514,0.5856315
0.16757123966209633,0.23817569
1.1939239177759853,0.8753695
0.8958013704025658,0.68587095
1.1716826775145819,1.6381602
0.30445706401449535,0.37427738
0.10705087415945813,0.17034382
0.22282631656705787,0.28988746
0.5115932460402582,0.552796
0.2575268872280032,0.5039197
0.10053956519818055,0.1428282
0.04756874800382111,0.047886226
0.3517728013798325,0.36392495
0.21657626775280575,0.26072595
0.6765863027322794,0.9083896
0.10237818451142452,0.121165305
0.039645315490057974,0.035377793
0.6311036154387879,0.608829
1.0815941986864133,0.5786702
0.7780485207010993,1.532358
0.5839626574922994,0.3328116
0.0827572149178821,0.15901317
1.4024542644676783,1.2764431
3.4492769001348353,2.1440265
1.8491979867676855,1.6291497
1.1019140245653065,0.765761
0.33689180345708947,0.2833531
0.37564728243724266,0.2664387
0.6298371216079248,0.28269705
0.3560480607129952,0.51220334
0.11570826335944169,0.12159002
0.0370487915137223,0.06430528
0.8051303874914812,0.7105351
0.8126008752205811,0.71656317
